Model,ROI,Sharpe Ratio,Stock Price Change,Portfolio Value Change,Price vs Portfolio
Sentiment_finbert,0.9165375048000005,0.02302363203992334,58.96180407971936,91.65375048000006,32.6919464002807
Sentiment_ensemble,0.7039019874999991,0.020611662010503656,58.96180407971936,70.39019874999991,11.428394670280554
Sentiment_RandomForestClassifier,0.6612677316000009,0.019925145171113056,58.96180407971936,66.12677316000008,7.164969080280727
Sentiment_LogisticRegression,0.6133069689,0.02022305913424283,58.96180407971936,61.330696890000006,2.3688928102806486
Sentiment_SGDClassifier,0.601957932299999,0.02155299865520758,58.96180407971936,60.19579322999991,1.23398915028055
Sentiment_MultinomialNB,0.4764339686000016,0.019058559031144534,58.96180407971936,47.64339686000016,-11.318407219719198
Sentiment_GradientBoostingClassifier,0.44651577369999995,0.01679991503636989,58.96180407971936,44.65157737,-14.310226709719359
Sentiment_KNeighborsClassifier,0.3087189611000005,0.014595415904553245,58.96180407971936,30.87189611000005,-28.089907969719306
Sentiment_XGBClassifier,0.2849519086000004,0.014058752945849563,58.96180407971936,28.49519086000004,-30.466613219719317
Sentiment_DecisionTreeClassifier,0.1783448690000001,0.012215352169722193,58.96180407971936,17.83448690000001,-41.12731717971935
Sentiment_Random,-0.045156970300001556,0.004327892056330351,58.96180407971936,-4.5156970300001555,-63.47750110971951
