Date,Open,High,Low,Close,Adj Close,Volume
2011-05-03,4.875000,4.890000,4.637500,4.697500,4.309608,80800000
2011-05-04,4.712500,4.765000,4.575000,4.662500,4.277499,63935600
2011-05-05,4.625000,4.720000,4.562500,4.665000,4.279792,54400000
2011-05-06,4.762500,4.875000,4.725000,4.830000,4.431168,84108000
2011-05-09,4.845000,4.962500,4.832500,4.937500,4.529789,70632800
2011-05-10,4.977500,4.982500,4.895000,4.945000,4.536671,69097600
2011-05-11,4.970000,5.020000,4.900000,4.967500,4.557313,61600000
2011-05-12,4.950000,5.130000,4.937500,5.125000,4.701806,122400000
2011-05-13,4.800000,4.812500,4.530000,4.565000,4.188049,202519200
2011-05-16,4.552500,4.562500,4.422500,4.425000,4.059609,72818800
2011-05-17,4.410000,4.412500,4.280000,4.407500,4.043555,142036400
2011-05-18,4.425000,4.547500,4.410000,4.510000,4.137590,65884400
2011-05-19,4.545000,4.547500,4.377500,4.445000,4.077959,65088400
2011-05-20,4.435000,4.532500,4.415000,4.522500,4.149059,57582000
2011-05-23,4.457500,4.550000,4.400000,4.517500,4.144472,58800000
2011-05-24,4.540000,4.717500,4.527500,4.535000,4.160525,72037200
2011-05-25,4.512500,4.620000,4.467500,4.590000,4.210984,54531200
2011-05-26,4.590000,4.745000,4.577500,4.705000,4.316489,70643600
2011-05-27,4.725000,4.882500,4.720000,4.875000,4.472452,65882400
2011-05-31,4.970000,5.012500,4.850000,5.010000,4.596303,120071600
2011-06-01,4.987500,4.995000,4.775000,4.785000,4.389884,76220800
2011-06-02,4.792500,4.827500,4.705000,4.762500,4.369241,60759200
2011-06-03,4.707500,4.750000,4.592500,4.615000,4.233920,54930000
2011-06-06,4.607500,4.650000,4.512500,4.517500,4.144472,43598800
2011-06-07,4.552500,4.577500,4.495000,4.515000,4.142177,43395600
2011-06-08,4.492500,4.520000,4.357500,4.392500,4.029793,56928800
2011-06-09,4.390000,4.400000,4.185000,4.342500,3.983922,74163200
2011-06-10,4.350000,4.377500,4.245000,4.280000,3.926582,49354800
2011-06-13,4.280000,4.335000,4.220000,4.250000,3.899059,57476000
2011-06-14,4.287500,4.380000,4.267500,4.285000,3.931169,53457600
2011-06-15,4.227500,4.252500,4.105000,4.192500,3.846310,93591600
2011-06-16,4.195000,4.260000,3.987500,4.047500,3.713281,102490800
2011-06-17,4.095000,4.097500,3.827500,3.952500,3.626126,146788400
2011-06-20,3.917500,4.000000,3.875000,3.905000,3.582548,74596000
2011-06-21,3.920000,4.020000,3.882500,3.990000,3.660530,70427600
2011-06-22,3.962500,4.015000,3.927500,3.935000,3.610071,65172000
2011-06-23,3.885000,4.080000,3.850000,4.052500,3.717870,74402400
2011-06-24,4.032500,4.067500,3.910000,3.935000,3.610071,52905200
2011-06-27,3.935000,3.960000,3.715000,3.852500,3.534383,114215200
2011-06-28,3.852500,3.920000,3.825000,3.875000,3.555025,69220000
2011-06-29,3.900000,3.975000,3.765000,3.935000,3.610071,96054400
2011-06-30,3.945000,4.027500,3.885000,3.985000,3.655942,65230000
2011-07-01,3.985000,4.052500,3.905000,4.037500,3.704107,54080400
2011-07-05,4.032500,4.070000,3.935000,3.970000,3.642181,53529600
2011-07-06,3.967500,3.975000,3.870000,3.917500,3.594016,52958000
2011-07-07,3.937500,3.957500,3.862500,3.932500,3.607777,98613600
2011-07-08,3.877500,3.905000,3.825000,3.857500,3.538971,61951600
2011-07-11,3.785000,3.800000,3.712500,3.722500,3.415118,71438800
2011-07-12,3.705000,3.740000,3.610000,3.672500,3.369247,86760400
2011-07-13,3.722500,3.747500,3.630000,3.665000,3.362366,63436800
2011-07-14,3.680000,3.702500,3.502500,3.520000,3.229339,108899600
2011-07-15,3.540000,3.562500,3.452500,3.525000,3.233926,82773600
2011-07-18,3.497500,3.517500,3.405000,3.450000,3.165119,81820000
2011-07-19,3.460000,3.562500,3.460000,3.555000,3.261449,60222400
2011-07-20,3.567500,3.587500,3.500000,3.510000,3.220165,66295600
2011-07-21,3.515000,3.700000,3.462500,3.675000,3.371539,114342000
2011-07-22,3.707500,3.762500,3.660000,3.750000,3.440347,73719200
2011-07-25,3.692500,3.707500,3.637500,3.690000,3.385302,56692000
2011-07-26,3.585000,3.675000,3.547500,3.600000,3.302732,69827600
2011-07-27,3.550000,3.567500,3.455000,3.465000,3.178881,65221200
2011-07-28,3.452500,3.530000,3.397500,3.457500,3.172000,64817600
2011-07-29,3.422500,3.490000,3.405000,3.457500,3.172000,67765600
2011-08-01,3.537500,3.652500,3.507500,3.642500,3.341723,101962000
2011-08-02,3.617500,3.845000,3.605000,3.605000,3.307321,135643200
2011-08-03,3.612500,3.715000,3.577500,3.702500,3.396769,76523600
2011-08-04,3.635000,3.635000,3.350000,3.350000,3.073376,97973200
2011-08-05,3.427500,3.470000,3.150000,3.237500,2.970166,127058800
2011-08-08,3.080000,3.190000,2.962500,2.982500,2.736222,108418000
2011-08-09,3.040000,3.237500,3.000000,3.232500,2.965579,132983200
2011-08-10,3.137500,3.227500,3.067500,3.085000,2.830259,114005200
2011-08-11,3.085000,3.397500,3.085000,3.352500,3.075670,107879200
2011-08-12,3.710000,3.715000,3.167500,3.220000,2.954111,319578400
2011-08-15,3.252500,3.350000,3.235000,3.342500,3.066496,86415200
2011-08-16,3.305000,3.350000,3.187500,3.247500,2.979341,71686800
2011-08-17,3.257500,3.312500,3.160000,3.202500,2.938057,55332800
2011-08-18,3.057500,3.087500,2.950000,2.985000,2.738516,80256400
2011-08-19,2.935000,3.097500,2.912500,2.932500,2.690352,76133200
2011-08-22,3.015000,3.050000,2.952500,2.985000,2.738516,61187600
2011-08-23,3.057500,3.310000,3.052500,3.307500,3.034385,93831200
